Facility_Id,Facility_Name,City,State,Zip Code,Address,County,Latitude,Longitude,Industry_Type,Total
1005268,BERNICE LAKE,NIKISKI,AK,99635,55244 CHEVRON REFINERY ROAD,KENAI PENINSULA BOROUGH,60.69,-151.39,Power Plants,398.25
1006162,Hecla Greens Creek Mine,Juneau,AK,99801,3000 Vintage Blvd 300,JUNEAU,58.08,-134.64,Other,6178.35
1007791,CLEAR AIR FORCE STATION,CLEAR AIR STATION,AK,99704,200 A Street Stop 1,DENALI,64.29,-149.19,Power Plants,6201.18
1005004,ConocoPhillips ANGC - LNG,Kenai,AK,99611,48237 Kenai Spur Highway,KENAI PENINSULA BOROUGH,60.68,-151.38,Petroleum and Natural Gas Systems,12243
1010389,Capitol Disposal Landfill,Juneau,AK,99801,5600 Tonsgard Court,JUNEAU,58.35,-134.5,Waste,16286.34
1011795,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 7,Fairbanks,AK,99706,,YUKON KOYUKUK,70.26,-148.62,Other,16520.28
1004974,COPPER VALLEY ELECTRIC ASSOC (CoGen),Valdez,AK,99686,,VALDEZ CORDOVA,61.08,-146.3,Power Plants,16636.56
1006029,MSG Platform C,Offshore,AK,0,,KENAI PENINSULA,60.76,-151.5,Petroleum and Natural Gas Systems,22153.75
1001942,Granite Point Platform,Anchorage,AK,99503,,KENAI PENINSULA,60.96,-151.33,Petroleum and Natural Gas Systems,23053.31
1001756,Anna Platform,Anchorage,AK,99503,,KENAI PENINSULA,60.98,-151.32,Petroleum and Natural Gas Systems,24842.22
1005410,MSG Platform A,Offshore,AK,0,,KENAI PENINSULA,60.8,-151.5,Petroleum and Natural Gas Systems,25026.39
1011532,SOLDOTNA COMBUSTION TURBINE PLANT,Soldotna,AK,99669,41925 Sterling Highway,KENAI PENINSULA BOROUGH,60.5,-151,Power Plants,25265.2
1003492,HANK NIKKELS PLANT ONE,ANCHORAGE,AK,99501,821 EAST FIRST AVENUE,ANCHORAGE MUNICIPALITY,61.22,-149.87,Power Plants,28806.64
1010937,"Alaska Village Electric Cooperative, Inc.",Anchorage,AK,99503,4831 Eagle Street,ANCHORAGE MUNICIPALITY,61.18,-149.88,Power Plants,30806.2
1008060,Dutch Harbor Power House,Unalaska,AK,99685,1732 East Point Rd,ALEUTIANS WEST CENSUS AREA,53.89,-166.54,Power Plants,31610.29
1005781,"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",VALDEZ,AK,99686,300 DAYVILLE ROAD,VALDEZ CORDOVA,61.09,-146.39,Other,33640.12
1007526,Coeur Alaska Inc Kensington Gold Mine,Juneau,AK,99801,58.840829 North 135.044064 West,JUNEAU,58.87,-135.11,Other,34495.29
1011966,Providence Health & Service Alaska,Anchorage,AK,99508,3200 Providence Dr,ANCHORAGE MUNICIPALITY,61.19,-149.82,Other,34944.52
1003407,UNISEA - DUTCH HARBOR,DUTCH HARBOR,AK,99692,88 SALMON WAY,ALEUTIANS WEST,53.88,-166.55,Other,36815.45
1011448,Matanuska Susitna Borough Central Landfill,Palmer,AK,99645,1201 N. 49th State Street,MATANUSKA-SUSITNA BOROUGH,61.59,-149.21,Waste,37985.5
1005395,BARROW UTILITIES & ELECTRIC,BARROW,AK,99723,1295 AGVIK STREET,NORTH SLOPE,71.29,-156.78,Power Plants,43584.29
1005349,CENTRAL PENINSULA BALING FACILITY-SOLDOTNA LF,SOLDOTNA,AK,99669,98.5 STERLING HWY.,KENAI PENINSULA,60.44,-151.11,Waste,50909.05
1005736,Tyonek,Offshore,AK,0,,KENAI PENINSULA,61.08,-150.95,Petroleum and Natural Gas Systems,52107.74
1010624,Akutan Seafood Processing Facility,Akutan,AK,99553,1 Salmon Lane,ALEUTIANS EAST,54.13,-165.79,Other,52174.85
1006956,Monopod Platform,Anchorage,AK,99503,,KENAI PENINSULA,60.9,-151.58,Petroleum and Natural Gas Systems,55122.42
1005184,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,PRUDHOE BAY,AK,99734,,NORTH SLOPE BOROUGH,70.26,-148.62,Other,62664.06
1005711,TDX NORTH SLOPE GEN/NORTH SLOPE GENERATI,ANCHORAGE,AK,99518,615 E. 82nd Avenue Suite 200,ANCHORAGE MUNICIPALITY,61.15,-149.87,Power Plants,67768.94
1006806,SOUTH CUSHMAN LANDFILL,FAIRBANKS,AK,99701,455 SANDURI ST,FAIRBANKS NORTH STAR,64.8,-147.7,Waste,73336.45
1005185,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 3,PRUDHOE BAY,AK,99734,,NORTH SLOPE,68.84,-148.83,Other,73777.56
1005187,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 4,PRUDHOE BAY,AK,99734,,NORTH SLOPE BOROUGH,68.51,-149.68,Other,74306.37
1001944,King Salmon Platform,Anchorage,AK,99503,,KENAI PENINSULA,60.86,-151.61,Petroleum and Natural Gas Systems,78561.79
1001948,Steelhead Platform,Anchorage,AK,99503,,KENAI PENINSULA,60.83,-151.6,Petroleum and Natural Gas Systems,84509.04
1005001,ConocoPhillips Alaska Inc - KRU STP,North Slope,AK,0,,NORTH SLOPE,70.51,-149.87,Petroleum and Natural Gas Systems,87432.32
1005267,CHUGACH - BELUGA RIVER POWER PLANT,ANCHORAGE,AK,99519,"40 MILES WEST OF ANCHORAGE IN BELUGA, AK",ANCHORAGE,61.14,-149.11,Power Plants,87757.73
1007371,BPXA SEAWATER TREATMENT PLANT,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.41,-148.53,Petroleum and Natural Gas Systems,88583.55
1001940,Dolly Varden Platform,Anchorage,AK,99503,,KENAI PENINSULA,60.81,-151.64,Petroleum and Natural Gas Systems,94502.97
1001761,Grayling Platform,Anchorage,AK,99503,,KENAI PENINSULA,60.84,-151.62,Petroleum and Natural Gas Systems,99240.32
1004380,Merrill Field Landfill,Anchorage,AK,99501,800 Merrill Field Drive,ANCHORAGE MUNICIPALITY,61.21,-149.85,Waste,100943.25
1001801,BPXA SEAWATER INJECTION PLANT,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.26,-148.45,Petroleum and Natural Gas Systems,104192.25
1005509,University of Alaska Fairbanks,Fairbanks,AK,99775,PO Box 758145,FAIRBANKS NORTH STAR,64.85,-147.82,Other,124752.94
1006463,RED DOG OPERATIONS MINE FACILITY,KOTZEBUE,AK,99752,,NORTHWEST ARCTIC,68.03,-162.9,Other,156102.36
1007874,NIKISKI CO-GENERATION,NIKISKI,AK,99635,48169 KENAI SPUR HIGHWAY,KENAI PENINSULA BOROUGH,60.68,-151.38,Power Plants,189446.24
1001810,GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT,NORTH POLE,AK,99705,1150 H & H LN,FAIRBANKS NORTH STAR,64.74,-147.35,Power Plants,280695.22
1004998,ConocoPhillips Alaska Inc - KRU CPF3,North Slope,AK,0,,NORTH SLOPE,70.4,-149.82,Petroleum and Natural Gas Systems,323277.43
1004239,UTILITY PLANTS SECTION,FORT WAINWRIGHT,AK,99703,"BLDG 3595, Oak Street",FAIRBANKS NORTH STAR BOROUGH,64.82,-147.62,Power Plants,331448.62
1007068,GOLDEN VALLEY ELECTRIC ASSOCIATION INC - HEALY POWER PLANT,HEALY,AK,99743,2.5 Mile HEALY SPUR ROAD,DENALI,63.85,-148.95,Power Plants,331761.07
1004719,CHENA POWER PLANT,FAIRBANKS,AK,99701,1200 1ST AVE,FAIRBANKS NORTH STAR BOROUGH,64.85,-147.73,Power Plants,334019.09
1003493,GEORGE SULLIVAN PLANT TWO,ANCHORAGE,AK,99504,8700 Starview Drive,ANCHORAGE MUNICIPALITY,61.23,-149.72,Power Plants,343980.1
1003023,NORTHSTAR PROD FACILITY,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.49,-148.7,Petroleum and Natural Gas Systems,356032.66
1011829,Eklutna Generation Station,Chugiak,AK,99567,28705 Dena'ina Elders Road,MATANUSKA SUSITNA,61.61,-149.12,Power Plants,363118.43
1006146,EIELSON AIR FORCE BASE,EIELSON AFB,AK,99702,"2310 CENTRAL AVE, SUITE 100",FAIRBANKS NORTH STAR BOROUGH,64.67,-147.05,Other,363341.59
1004422,ConocoPhillips Alaska Inc - KRU CPF2,North Slope,AK,0,,NORTH SLOPE BOROUGH,70.29,-149.89,Petroleum and Natural Gas Systems,403872.28
1010606,International Station Power Plant,Anchorage,AK,99518,6075 Electron Drive,ANCHORAGE MUNICIPALITY,61.17,-149.9,Power Plants,514899.61
1007341,ANCHORAGE REGIONAL LANDFILL,EAGLE RIVER,AK,99577,15500 E. EAGLE RIVER LOOP RD,ANCHORAGE MUNICIPALITY,61.29,-149.6,Waste,533817.3
1001737,ENDICOTT PRODUCTION FACILITY,Prudhoe Bay,AK,99734,,NORTH SLOPE,70.36,-147.96,Petroleum and Natural Gas Systems,622775.43
1001628,BPXA LISBURNE PRODUCTION CENTER,Prudhoe Bay,AK,99734,,NORTH SLOPE,70.29,-148.43,Petroleum and Natural Gas Systems,677985.13
1001651,BPXA CENTRAL POWER STATION,Prudhoe Bay,AK,99734,,NORTH SLOPE,70.28,-148.66,Petroleum and Natural Gas Systems,740463.65
1001650,BPXA CENTRAL GAS FACILITY,Prudhoe Bay,AK,99734,,NORTH SLOPE,70.32,-148.52,Petroleum and Natural Gas Systems,2021821.8
1001649,BPXA CENTRAL COMPRESSOR PLANT,Prudhoe Bay,AK,99734,,NORTH SLOPE,70.32,-148.5,Petroleum and Natural Gas Systems,2893673.68
1009152,TRANSCO STATION 85,Butler,AL,36904,600 Pine View Road,CHOCTAW,32.06,-88.36,Petroleum and Natural Gas Systems,2516.1
1010719,Mobile Bay - 823 A,Offshore,AL,0,30.188952N; -88.163127W,MOBILE,30.19,-88.16,Petroleum and Natural Gas Systems,5972.6
1007813,CHASTANG SANITARY LANDFILL,MOUNT VERNON,AL,36560,17045 HIGHWAY 43,MOBILE,31.05,-88.04,Waste,12951.5
1010480,"SNG Station 4140 Reform, AL",Reform,AL,35481,"33:21:35, -88:01:04",,33.36,-88.02,Petroleum and Natural Gas Systems,14296.22
1009207,"SNG Station 5251 Elmore, AL",Elmore,AL,36025,5070 Coosada Parkway,ELMORE,32.52,-86.32,Petroleum and Natural Gas Systems,16203.67
1011715,Gulf South Pipeline - Airport Jct Station,Mobile,AL,36608,13451 Airport Blvd.,MOBILE,30.64,-88.36,Petroleum and Natural Gas Systems,17297.66
1010491,"SNG Station 5236 Gallion, AL",Gallion,AL,36742,Hwy 69 South,HALE COUNTY,32.5,-87.72,Petroleum and Natural Gas Systems,17634.32
1007796,Three Corners Landfill,Piedmont,AL,36372,2205 County Road 6,CALHOUN,34,-85.73,Waste,18841.25
1003739,3M CO - GUIN,GUIN,AL,35563,6675 US HIGHWAY 43,MARION,33.97,-87.9,Minerals,18948.03
1009727,TRANSCO STATION 95,Marion Junction,AL,36759,County Road 179,,32.43,-87.33,Petroleum and Natural Gas Systems,19844.8
1003777,GLOBE METALLURGICAL,SELMA,AL,36703,2401 OLD MONTGOMERY HIGHWAY,DALLAS,32.38,-86.99,Metals,21185.4
1010266,International Paper - Chunchula Landfill,Chunchula,AL,36521,,MOBILE,30.89,-88.2,Waste,22188.25
1008458,"SNG Station 4165 DeArmanville, AL",Anniston,AL,36207,539 Chevron Rd,CALHOUN COUNTY,33.62,-85.78,Petroleum and Natural Gas Systems,22210.65
1001890,U.S. ARMY ANNISTON ARMY DEPOT,ANNISTON,AL,36201,7 FRANKFORD AVENUE,CALHOUN COUNTY,33.66,-85.97,Other,22377.8
1010593,"Akzo Nobel Functional Chemicals, LLC",Axis,AL,36505,13440 Highway 43 North,MOBILE COUNTY,30.97,-88.02,Chemicals,23275.21
1011392,Tyler Union,Anniston,AL,36201,1501 W. 17th St.,CALHOUN,33.67,-85.85,Metals,23571.54
1011322,IIG Mineral Wool. LLC,Phenix City,AL,36869,908 John Bussey Drive,RUSSELL COUNTY,32.42,-85.04,Minerals,23632.41
1008249,"SNG Station 4152 Tarrant, AL",Tarrant,AL,35217,666 Springdale Rd,JEFFERSON,33.59,-86.77,Petroleum and Natural Gas Systems,24985.13
1002344,Mobile 916,Offshore,AL,0,,,30.09,-87.88,Petroleum and Natural Gas Systems,25656.31
1002108,US ARMY GARRISON - REDSTONE,HUNTSVILLE,AL,35898,4488 MARTIN ROAD - IMSE-RED-PWE,MADISON COUNTY,34.65,-86.67,Other,26907.89
1004334,CARBO Ceramics Inc. - Eufaula Plant,EUFAULA,AL,36027,36 ARCH DRIVE,BARBOUR COUNTY,31.88,-85.16,Other,27127.25
1007178,AMEA Sylacauga Plant,SYLACAUGA,AL,35150,125 THOMPSON LANE,Talladega,33.17,-86.28,Power Plants,28254.14
1005547,NEMAK USA INC,SYLACAUGA,AL,35150,2100 OLD SYLACAUGA HIGHWAY,TALLADEGA COUNTY,33.21,-86.28,Metals,28446.09
1008370,"SNG Station 5230 York, AL",Ward,AL,36922,12965 Ward 10,CHOCTAW,32.32,-88.18,Petroleum and Natural Gas Systems,29790.95
1004067,CARGILL INCORPORATED,GUNTERSVILLE,AL,35976,2930 LAKE GUNTERSVILLE PARK DR.,MARSHALL,34.35,-86.29,Other,29979.79
1004860,Scottsboro Solid Waste,Scottsboro,AL,35768,27150 John T. Reid Parkway,JACKSON,34.7,-85.99,Waste,30756
1000708,SOLUTIA INC ANNISTON PLANT,ANNISTON,AL,36201,702 CLYDESDALE AVENUE,CALHOUN COUNTY,33.65,-85.85,Chemicals,31083.83
1002563,WHITSON COMPRESSOR STATION,Wiley,AL,35579,,Tuscaloosa,33.53,-87.46,Petroleum and Natural Gas Systems,31828.88
1001297,Arrowhead Landfill,Uniontown,AL,36786,626 Tayloe Road,PERRY COUNTY,32.44,-87.44,Waste,32466.75
1002507,Mobile Bay - Northwest Gulf Platform,Offshore,AL,0,,MOBILE,30.19,-88.12,Petroleum and Natural Gas Systems,33920.31
1007006,TRANSCO STATION 100,BILLINGSLEY,AL,36006,642 COUNTY ROAD 62,CHILTON COUNTY,32.67,-86.72,Petroleum and Natural Gas Systems,34508.44
1005389,MONARCH CERAMIC TILE INC,FLORENCE,AL,35630,834 RICKWOOD ROAD,LAUDERDALE,34.83,-87.67,Minerals,34534.82
1006954,TRANSCO STATION 105,ROCKFORD,AL,35136,235 HIGHWAY 22 EAST,COOSA,32.9,-86.17,Petroleum and Natural Gas Systems,35615.03
1002393,MITSUBISHI POLYCRYSTALLINE SILICON AMERICAN CORPORATION,THEODORE,AL,36582,7800 MITSUBISHI LANE,MOBILE,30.53,-88.14,Metals,35673.02
1002675,MP 252 A/B,Offshore,AL,0,,,29.36,-87.89,Petroleum and Natural Gas Systems,35689.92
1009151,TRANSCO STATION 83,Citronelle,AL,36522,1/2 Mile North of Jeffries Highway and Tanner Road,MOBILE COUNTY,31.11,-88.29,Petroleum and Natural Gas Systems,37558.56
1002464,MORRIS FARM LANDFILL,HILLSBORO,AL,35643,4 COUNTY ROAD 418,LAWRENCE,34.7,-87.2,Waste,39082.65
1009338,"SNG Station 5245 Selma, AL",Selma,AL,36703,3096 County Road 84,DALLAS,32.53,-86.93,Petroleum and Natural Gas Systems,39330.17
1005826,"AlphaPET, Inc.",Decatur,AL,35601,1301 Finley Island Road,MORGAN COUNTY,34.64,-87.05,Other,43868.08
1010184,International Paper Mobile Closed Landfill,Mobile,AL,36610,,MOBILE,30.75,-88.05,Waste,44228.5
1006304,SAND VALLEY LANDFILL,COLLINSVILLE,AL,35961,3345 COUNTY ROAD 209,DEKALB COUNTY,34.34,-85.86,Waste,45517.75
1002052,US GYPSUM - BRIDGEPORT PLANT,BRIDGEPORT,AL,35740,100 DJ NOOTENS DRIVE,JACKSON COUNTY,34.96,-85.73,Minerals,46298.48
1004597,IMERYS CARBONATES LLC,SYLACAUGA,AL,35150,GANTT\S QUARRY- 1301 Gene Stewart Blvd,TALLADEGA,33.16,-86.3,Other,47395.37
1004249,MERCEDES-BENZ US INTERNATIONAL INC,VANCE,AL,35490,1 MERCEDES DRIVE,TUSCALOOSA COUNTY,33.19,-87.26,Other,47541.02
1004152,NUCOR STEEL BIRMINGHAM INC,BIRMINGHAM,AL,35234,2301 FL SHUTTLESWORTH DRIVE,JEFFERSON COUNTY,33.55,-86.81,Metals,50679.72
1007274,TIMBERLANDS LANDFILL,BREWTON,AL,36426,22800 HIGHWAY 41,ESCAMBIA,31.26,-87.19,Waste,52079.5
1010492,"SNG Station 5259 Auburn, AL",Auburn,AL,36830,5487 Lee Road 159,LEE,32.51,-85.47,Petroleum and Natural Gas Systems,52778.42
1002568,VK 956 A,Offshore,AL,0,,,29.06,-88.09,Petroleum and Natural Gas Systems,53257.79
1007382,Cullman Environmental,Cullman,AL,35057,2805 AL Highway 69 S,CULLMAN,34.02,-86.9,Waste,54680
1000628,HONEYWELL - UOP LLC,CHICKASAW,AL,36611,1 LINDE DRIVE,MOBILE COUNTY,30.76,-88.06,Chemicals,55000.59
1005341,HONDA MANUFACTURING OF ALABAMA LLC,LINCOLN,AL,35096,1800 HONDA DRIVE,TALLADEGA COUNTY,33.62,-86.16,Other,56476.94
1007230,"LINDE GAS NORTH AMERICA LLC, SARALAND PLANT",SARALAND,AL,36571,"400 INDUSTRIAL PARKWAY EAST, HWY 158",MOBILE COUNTY,30.79,-88.06,Chemicals,57096.8
1002030,MOBILE BAY NGL RECOVERY PLANT,CODEN,AL,36523,5300B HIGHWAY 188,MOBILE,30.39,-88.17,Petroleum and Natural Gas Systems,58071.89
1003385,HEXCEL CORPORATION,DECATUR,AL,35601,3300 MALLARD FOX DR.,MORGAN,34.66,-87.07,Other,58319.18
1003609,Lenzing Fibers Inc.,Axis,AL,36505,12950 US Highway 43 North,MOBILE,30.96,-88.02,Other,62323.66
1005680,Jefferson County Landfill No.2,Pinson,AL,35126,7035 Narrows Road,JEFFERSON,33.71,-86.71,Waste,64427
1002646,Pineview Landfill,Dora,AL,35062,2730 Bryan Road,JEFFERSON,33.73,-87.05,Waste,67092.5
1003551,BASF CORPORATION,MC INTOSH,AL,36553,1379 CIBA RD,WASHINGTON COUNTY,31.28,-88,Chemicals,68573.89
1003265,SALEM LANDFILL,OPELIKA,AL,36804,4210 LEE RD #183,LEE,32.65,-85.37,Waste,69485.5
1001833,US Steel - Fairfield Tubular Operations,FAIRFIELD,AL,35064,5700 VALLEY RD,JEFFERSON,33.48,-86.94,Metals,73230.92
1005075,BUNGE NORTH AMERICA INC,DECATUR,AL,35601,1400 MARKET STREET,MORGAN COUNTY,34.61,-86.97,Other,77228.61
1003981,SMI STEEL LLC,BIRMINGHAM,AL,35212,101 50TH STREET SOUTH,JEFFERSON,33.53,-86.76,Metals,77295.62
1005835,"TRN LW BR, LLC Livingston DIV",LIVINGSTON,AL,35470,201 Industrial St. SOUTH INDUSTRIAL PARK,SUMTER COUNTY,32.56,-88.2,Other,78492.93
1002385,Yellowhammer Gas Plant,CODEN,AL,36523,13700 DAUPHIN ISLAND PARKWAY,MOBILE,30.4,-88.13,Petroleum and Natural Gas Systems,80175.33
1001633,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,Waste,85030.5
1005919,KNAUF INSULATION GmbH,LANETT,AL,36863,HUGULEY INDUSTRIAL PARK 3502 43RD STREET SOUTH WES,CHAMBERS COUNTY,32.84,-85.22,Minerals,87327.19
1007030,AMERICAN PROTEINS INCORPORATED HANCEVILLE DIVISION,HANCEVILLE,AL,35077,1170 COUNTY RD. 508,CULLMAN COUNTY,33.96,-86.82,Other,89941.17
1006790,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,SAINT CLAIR,33.61,-86.52,Waste,91961.5
1007049,TRANSCO STATION 110,WADLEY,AL,36276,1440 COUNTY ROAD 41,RANDOLPH COUNTY,33.15,-85.51,Petroleum and Natural Gas Systems,92729.35
1010704,Tate & Lyle Sucralose LLC,McIntosh,AL,36553,588 Industrial Road,,31.23,-88.07,Chemicals,93875.7
1007018,"EASTERN AREA LANDFILL, BIRMINGHAM",BIRMINGHAM,AL,35210,2787 ALTON DRIVE,JEFFERSON,33.6,-86.63,Waste,101125.5
1006028,"NEW GEORGIA LANDFILL, BIRMINGHAM",BIRMINGHAM,AL,35217,2500 47TH AVENUE NORTH,JEFFERSON COUNTY,33.57,-86.77,Waste,107793
1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,HUNTSVILLE,AL,35805,5251 TRIANA BLVD SW,MADISON,34.67,-86.61,Waste,109820.22
1000377,International Paper-Courtland Mill,COURTLAND,AL,35618,16504 COUNTY ROAD 150,Lawrence,34.74,-87.31,Waste,111794.25
1000812,"Calhoun Power Company, LLC",EASTABOGA,AL,36260,720 GREEN VALLEY DRIVE,Calhoun,33.59,-85.97,Power Plants,115520.07
1006186,COFFEE LANDFILL,ELBA,AL,36323,7733 HIGHWAY 125,COFFEE,31.51,-86,Waste,116959.5
1006585,"ERP COKE, L.L.C. COKE PLANT",BIRMINGHAM,AL,35207,3500 35TH AVENUE NORTH,JEFFERSON COUNTY,33.56,-86.8,Metals,118442.22
1006183,STONE\S THROW LANDFILL,TALLASSEE,AL,36078,1303 WASHINGTON BLVD,ELMORE,32.51,-85.83,Waste,123536
1011271,"Turkey Trot Landfill, LLC",Citronelle,AL,36522,2328 Mannish Ryan Rd.,WASHINGTON COUNTY,31.15,-88.17,Waste,124458
1006957,MONTGOMERY CITY OF,MONTGOMERY,AL,36104,115 DIVISION ST,MONTGOMERY,32.41,-86.32,Waste,134607.5
1003716,TENNESSEE ALLOYS CORPORATION,BRIDGEPORT,AL,35740,101 GARNER RD,JACKSON COUNTY,34.94,-85.7,Metals,136532.03
1005338,STEEL DUST RECYCLING LLC,MILLPORT,AL,35576,13209 HIGHWAY 96,LAMAR,33.56,-88.06,Metals,137014.14
1007005,TRANSCO STATION 90,SWEETWATER,AL,36782,18491 AL HIGHWAY 69 SOUTH,MARENGO,32.2,-87.95,Petroleum and Natural Gas Systems,138346.15
1007082,SHELBY COUNTY HIGHWAY 70 LANDFILL,COLUMBIANA,AL,35051,401 Landfill Road,SHELBY,33.18,-86.7,Waste,142317
1010763,"Outokumpu Stainless USA, LLC",Calvert,AL,36513,1 ThyssenKrupp Drive,MOBILE COUNTY,31.16,-87.99,Metals,143954.98
1010661,Decatur-Morgan County Regional MSW Landfill,Trinty,AL,35673,500 Landfill Drive,MORGAN COUNTY,34.63,-87.1,Waste,148034.25
1005327,AMERICAN CAST IRON PIPE CO,BIRMINGHAM,AL,35207,2930 NORTH 16TH STREET,JEFFERSON,33.55,-86.83,Metals,148682.2
1007423,Gadsden,GADSDEN,AL,35903,1000 GOODYEAR AVE,Etowah,34.01,-85.97,Power Plants,149053.35
1006336,LHOIST NORTH AMERICA OF ALABAMA-ALABASTER PLANT,ALABASTER,AL,35007,404 FIRST AVENUE West,SHELBY COUNTY,33.24,-86.82,Minerals,151619.35
1006015,"United States Pipe and Foundry Company, LLC",BESSEMER,AL,35020,2023 SAINT LOUIS AVENUE,JEFFERSON,33.42,-86.97,Metals,155443.42
1004511,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON,33.58,-86.78,Metals,161315.04
1007056,DOW CORNING ALABAMA,MOUNT MEIGS,AL,36057,1940 OHIO FERROALLOYS ROAD,MONTGOMERY,32.39,-86.07,Metals,162702.95
1002214,WILLIAMS MOBILE BAY GAS PROCESSING FACILITY,CODEN,AL,36523,6000 ROCK ROAD,MOBILE,30.4,-88.18,Petroleum and Natural Gas Systems,166185.63
1007041,EVONIK CORPORATION,THEODORE,AL,36582,4201 EVONIK RD,MOBILE COUNTY,30.52,-88.14,Chemicals,168503.02
1010957,City of Dothan Sanitary Landfill,Dothan,AL,36303,1290 Burkett Road,HOUSTON COUNTY,31.24,-85.36,Waste,170489.25
1005839,SOLID WASTE DISPOSAL AUTHORITY,HUNTSVILLE,AL,35804,4100 LEEMAN FERRY ROAD,MADISON,34.69,-86.59,Waste,174427.5
1004329,CONTINENTAL CARBON,PHENIX CITY,AL,36869,1500 EAST STATE DOCKS ROAD,RUSSELL COUNTY,32.43,-84.97,Chemicals,175472.83
1004014,Jefferson County Landfill No.1,Gardendale,AL,35071,101 Barber Blvd,JEFFERSON,33.71,-86.86,Waste,176611.5
1002827,FLORIDA GAS TRANSMISSION COMPANY - Mt VERNON,MOUNT VERNON,AL,36560,20451 HIGHWAY 43,MOBILE,31.12,-88.01,Petroleum and Natural Gas Systems,181901.56
1004333,MOBILE ENERGY SERVICES LLC,MOBILE,AL,36610,200 BAY BRIDGE ROAD,MOBILE,30.73,-88.05,Power Plants,184572.54
1006148,Onshore Treating Facility,THEODORE,AL,36582,6000 DEAKLE ROAD,MOBILE,30.43,-88.18,Petroleum and Natural Gas Systems,189562.94
1003213,"WISE ALLOYS, LLC - Alabama Reclamation Plant",MUSCLE SHOALS,AL,35661,1009 FORD ROAD,COLBERT,34.77,-87.6,Metals,193263.47
1006426,McIntosh (7063),MCINTOSH,AL,36553,HWY 43 MILE 37 5,Washington,31.25,-88.03,Power Plants,200269.91
1007875,BALDWIN COUNTY SOLID WASTE,SUMMERDALE,AL,36580,15140 COUNTY ROAD 49,BALDWIN COUNTY,30.44,-87.77,Waste,217551.75
1003508,SANDERS LEAD COMPANY INCORPORATED,TROY,AL,36079,100 SANDERS ROAD,PIKE,31.79,-85.98,Metals,232078.12
1008037,GULFSTREAM STATION 410 (a.k.a. STATION 100),CODEN,AL,36523,6301 ROCK ROAD,MOBILE,30.4,-88.19,Petroleum and Natural Gas Systems,264663.01
1003457,"Nucor Steel Tuscaloosa, Inc.",Tuscaloosa,AL,35404,1700 Holt Road NE,TUSCALOOSA,33.23,-87.51,Metals,265734.54
1005283,SSAB ALABAMA INCORPORATED,AXIS,AL,36505,12400 HIGHWAY 43 NORTH,MOBILE,30.94,-88.01,Metals,293388.11
1003212,WISE ALLOYS LLC-ALLOYS PLANT,MUSCLE SHOALS,AL,35661,4805 SECOND STREET,COLBERT COUNTY,34.76,-87.59,Metals,332941.6
1001136,SABIC Innovative Plastics - Burkville,BURKVILLE,AL,36752,1 PLASTICS DR,Lowndes,32.31,-86.52,Power Plants,333528.86
1004245,BLACK WARRIOR SOLID WASTE DISPOSAL AUHORITY,COKER,AL,35452,3301 LANDFILL DRIVE,TUSCALOOSA COUNTY,33.24,-87.65,Waste,397790
1003479,UNIMIN LIME LLC dba Southern Lime,CALERA,AL,35040,8035 HIGHWAY 25 WEST,SHELBY,33.1,-86.8,Minerals,443910.97
1001135,Washington County Cogen (Olin),McIntosh,AL,36553,Industrial Road,Washington,31.26,-88.01,Power Plants,454022.71
1004571,Cheney Lime and Cement Company,Alabaster,AL,35007,1152 Old Highway 31,SHELBY,33.22,-86.81,Minerals,458492.02
1005491,"AM/NS Calvert, LLC",CALVERT,AL,36513,1 AM/NS Way,MOBILE COUNTY,31.15,-87.98,Metals,488125.31
1007985,NATIONAL CEMENT COMPANY INC.,RAGLAND,AL,35131,80 NATIONAL CEMENT DR.,SAINT CLAIR,33.73,-86.16,Minerals,526399.48
1006234,LEHIGH CEMENT CO LLC,LEEDS,AL,35094,8401 SECOND AVENUE,JEFFERSON,33.54,-86.54,Minerals,537230.35
1009600,Shoal Creek Mine,Oakman,AL,35579,654 Camp Creek Portal Rd,TUSCALOOSA COUNTY,33.51,-87.27,Other,579673.75
1005976,NUCOR STEEL DECATUR,TRINITY,AL,35673,4301 IVERSON BOULEVARD,MORGAN,34.64,-87.09,Metals,593651.99
1000398,Hog Bayou Energy Center,MOBILE,AL,36610,1003 PAPER MILL RD,Mobile,30.75,-88.06,Power Plants,606322.73
